Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_Wildtype_1_30_S1.sorted_PDUI	Synthego_Wildtype_1_32_S3.sorted_PDUI	Synthego_Wildtype_2_2_S5.sorted_PDUI	Synthego_Wildtype_24hour_A_S58.sorted_PDUI	Synthego_Wildtype_24hour_B_S53.sorted_PDUI	Synthego_Wildtype_24hour_C_S48.sorted_PDUI	Synthego_Wildtype_4hour_A1_S45.sorted_PDUI	Synthego_Wildtype_4hour_A2_S46.sorted_PDUI	Synthego_Wildtype_4hour_B_S51.sorted_PDUI	Synthego_Wildtype_4hour_C_S52.sorted_PDUI	Synthego_Wildtype_Control_A_S44.sorted_PDUI	Synthego_Wildtype_Control_B_S60.sorted_PDUI	Synthego_Wildtype_Control_C_S47.sorted_PDUI	Synthego_Wildtype_Cytoplasm1_S68.sorted_PDUI	Synthego_Wildtype_Cytoplasm2_S69.sorted_PDUI	Synthego_Wildtype_Cytoplasm3_S70.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24.sorted_PDUI	Synthego_Wildtype_Nuclear1_S62.sorted_PDUI	Synthego_Wildtype_Nuclear2_S63.sorted_PDUI	Synthego_Wildtype_Nuclear3_S64.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12.sorted_PDUI	mean	sd
XM_011538393.2|NAP1L1|chr12|-	28848	76047567	chr12:76046174-76047718	0.04	0.01	0.02	0.03	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.04	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.08	0.07	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.0338235294117647	0.0123127689036571
XR_002957328.1|NAP1L1|chr12|-	75107	76047389	chr12:76046174-76048464	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00246182981958665
NM_001307924.3|NAP1L1|chr12|-	2847.7	76049199	chr12:76048589-76049525	0	0.01	0.02	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0	0.02	0.01	0.02	0	0	0	0.01	0	0	0	0.03	0.01	0.05	0.01	0.01	0.01	0	0.01	0.02	0.00852941176470588	0.0110460065294908
NM_001354732.2|PAWR|chr12|-	946.4	79587790	chr12:79584879-79592693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000588235294117647	0.00238832573610613
XM_006719435.2|PAWR|chr12|-	961.4	79589784	chr12:79587791-79592693	0	0.06	0.11	0.07	0	0	0	0	0.06	0	0.08	0.05	0.06	0	0	0	0.08	0.09	0.1	0.09	0.12	0.07	0	0	0.05	0.09	0.22	0.13	0	0	0	0	0	0.09	0.0476470588235294	0.0537704900214602
XR_945212.2|LINC02413|chr12|+	713	93019606	chr12:93019411-93020580	0.02	0.02	0.02	0.01	0.02	0.02	0	0.02	0.02	0.02	0.03	0.03	0.03	0.02	0.01	0.01	0.01	0.02	0.03	0.03	0.01	0.02	0.02	0.02	0.01	0.01	0.08	0.03	0.01	0.01	0.03	0.03	0.02	0.02	0.0208823529411765	0.013112022486628
NM_003348.4|UBE2N|chr12|-	7373.3	93409356	chr12:93408146-93410079	0.07	0	0	0.07	0	0.05	0.06	0	0.06	0	0	0.05	0	0	0	0	0.06	0.07	0.03	0	0.05	0.06	0.05	0.05	0	0	0	0	0.05	0.03	0.05	0.03	0.03	0.04	0.0282352941176471	0.0273551932065087
XR_002957379.1|UBE2N|chr12|-	8332.3	93409356	chr12:93408370-93410079	0.03	0	0	0.03	0	0.03	0.04	0	0.05	0	0	0.03	0	0	0	0	0.03	0.05	0.02	0	0.03	0.04	0.02	0.04	0	0	0	0	0.03	0.02	0.03	0.02	0.01	0.03	0.0170588235294118	0.0171498585142509
NM_014050.4|MRPL42|chr12|+	418.7	93502659	chr12:93501176-93516214	0.02	0.02	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.02	0.03	0.02	0.02	0.03	0	0.11	0	0.03	0.03	0.03	0.02	0.02	0.02	0.0305882352941176	0.0172224618080818
NM_018838.5|NDUFA12|chr12|-	6231.2	94971469	chr12:94971333-94971620	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.941176470588235	0.238832573610613
NM_000895.3|LTA4H|chr12|-	41478.7	96000839	chr12:96000753-96001106	0.82	0.78	0.85	0.82	0.8	0.86	1	0.94	0.86	0.84	0.74	0.89	0.8	0.77	0.8	0.82	0.79	0.78	0.84	0.89	0.88	0.86	0.78	0.84	0.86	0.75	0.62	0.87	0.74	0.8	0.78	0.79	0.79	0.76	0.817941176470588	0.0664137358814085
XM_005268871.2|LTA4H|chr12|-	88603	96000896	chr12:96000830-96001106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_002635.4|SLC25A3|chr12|+	137551	98601707	chr12:98601368-98606367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016053.4|WASHC3|chr12|-	889.5	102012941	chr12:102012840-102013192	0.01	0	0	0	0	0.01	0	0	0.04	0	0	0.01	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0.01	0	0.00352941176470588	0.00812118551622534
XM_017019383.1|WASHC3|chr12|-	2274.9	102013041	chr12:102012942-102013192	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0.411764705882353	0.499554168435642
NM_007062.3|PWP1|chr12|+	5026.3	107712468	chr12:107712111-107713162	0.01	0.01	0.02	0.01	0	0.01	0	0.01	0	0.02	0.01	0	0.01	0	0.02	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0	0.01	0.01	0	0.01	0.00794117647058824	0.00591833912241555
XM_017020196.1|UBE3B|chr12|+	860.5	109490641	chr12:109490490-109490722	0.27	0.41	0.37	0.37	0.41	0.26	0.24	0.29	0.39	0.3	0.37	0.33	0.36	0.39	0.42	0.41	0.44	0.42	0.39	0.33	0.29	0.23	0.22	0.31	0.4	0.01	0.78	0.84	0.35	0.28	0.28	0.27	0.36	0.23	0.353529411764706	0.143355509622189
NR_026661.2|FAM222A-AS1|chr12|-	120.7	109734442	chr12:109734209-109734593	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0.33	0	0.52	0.6	0.33	0.06	0	0.25	0	0.01	0	0.0705882352941176	0.155035502805405
NM_001278556.2|ARPC3|chr12|-	924905	110435066	chr12:110434823-110435217	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0.882352941176471	0.327034970083864
NM_001244974.2|PPP1CC|chr12|-	49951.4	110720053	chr12:110719811-110720204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NR_152606.1|MAPKAPK5-AS1|chr12|-	6196.9	111839852	chr12:111839767-111840003	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0.5	0.507519218922552
NM_001371487.1|MAPKAPK5|chr12|+	365.5	111893414	chr12:111892967-111894880	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0.02	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0	0	0.00264705882352941	0.00665551652227332
NM_001111322.2|DDX54|chr12|-	13955	113158493	chr12:113157902-113158701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024072.4|DDX54|chr12|-	13955	113158493	chr12:113157902-113158701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_053275.4|RPLP0|chr12|-	602304725.6	120196783	chr12:120196699-120196934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_004373.4|COX6A1|chr12|+	452875.2	120440605	chr12:120440454-120440730	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001037494.2|DYNLL1|chr12|+	473440.4	120498224	chr12:120498073-120498493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001303628.2|MLEC|chr12|+	420.5	120697088	chr12:120696316-120701859	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.03	0.03	0.01	0.02	0	0	0.02	0.01	0.03	0.01	0.01	0	0	0.03	0.02	0.02	0.03	0.03	0.0105882352941176	0.0120456647477707
NR_024345.1|HNF1A-AS1|chr12|-	22.3	120972141	chr12:120969838-120972292	0	0	0	0	0.04	0	0	0.03	0	0.03	0.02	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0.01	0.07	0.01	0	0	0	0	0	0	0.00705882352941176	0.015081478057278
NM_016237.5|ANAPC5|chr12|-	43742.3	121308356	chr12:121308245-121308691	0.09	0.13	0.12	0.07	0.08	0.19	0.09	0.11	0.11	0.12	0.14	0.14	0.07	0.05	0.14	0.13	0.08	0.1	0.1	0.12	0.13	0.14	0.12	0.13	0.13	0.07	0.14	0.15	0.12	0.11	0.14	0.13	0.13	0.15	0.116764705882353	0.0290996811640655
XM_017019423.2|ANAPC5|chr12|-	29543.1	121308540	chr12:121308349-121308691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_002150.3|HPD|chr12|-	43396.6	121839687	chr12:121839527-121839838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001278379.2|ARL6IP4|chr12|+	68442.6	122982771	chr12:122982620-122982909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_152269.5|MTRFR|chr12|+	14.8	123256964	chr12:123256813-123257960	0.11	0	0.01	0.04	0	0.01	0.03	0	0.02	0.05	0.01	0.04	0.02	0.17	0	0	0.16	0.06	0.09	0.02	0.02	0.05	0.03	0.05	0.04	0	0	0.03	0.08	0.08	0.09	0.08	0.06	0.11	0.0458823529411765	0.0449321135788151
XM_005253630.4|MTRFR|chr12|+	15	123256964	chr12:123256813-123257952	0.11	0	0.01	0.04	0	0.01	0.03	0	0.02	0.05	0.01	0.03	0.02	0.18	0	0	0.16	0.06	0.09	0.01	0.02	0.05	0.03	0.05	0.04	0	0	0.04	0.08	0.08	0.09	0.08	0.06	0.11	0.0458823529411765	0.0459985274506612
NM_001194995.1|MTRFR|chr12|+	14.9	123256964	chr12:123256813-123257959	0.11	0	0.01	0.04	0	0.01	0.03	0	0.02	0.05	0.01	0.04	0.02	0.17	0	0	0.16	0.06	0.09	0.02	0.02	0.05	0.03	0.05	0.04	0	0	0.03	0.08	0.08	0.09	0.08	0.06	0.11	0.0458823529411765	0.0449321135788151
NM_001300796.2|RAN|chr12|+	841686.6	130876279	chr12:130875882-130877678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0.01	0	0.01	0.01	0	0	0	0	0	0	0	0.00147058823529412	0.00359490627953571
NM_001002020.3|PUS1|chr12|+	983.2	131943857	chr12:131943539-131945896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.02	0.08	0.08	0	0	0	0	0	0	0.00558823529411765	0.0192576118709788
XM_011538768.3|PUS1|chr12|+	8077.7	131943690	chr12:131943539-131943859	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0.352941176470588	0.485071250072666
NM_001320836.3|N4BP2L2|chr13|-	34.9	32432786	chr13:32432485-32432972	0	0	0	0.07	0	0	0	0	0	0	0.08	0	0.05	0.03	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0.00794117647058824	0.01996654956682
NM_021999.5|ITM2B|chr13|+	10765.7	48261874	chr13:48261139-48270357	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00970588235294118	0.00171498585142509
NM_001393355.1|CLYBL|chr13|+	279.6	99892594	chr13:99892443-99892722	0.06	0.15	0.04	0.08	0.06	0.2	0.05	0.01	0.07	0.09	0.07	0.09	0.01	0.21	0.28	0	0.1	0.19	0.01	0.08	0	0.06	0.01	0.12	0.03	0	0	0	0	0.33	0.06	0.08	0	0.06	0.0764705882352941	0.0824210311841685
XM_011535097.2|MIPEP|chr13|-	1906.6	23730294	chr13:23730189-23730445	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0.676470588235294	0.474858079933817
NM_001370340.1|HMGB1|chr13|-	90879.2	30460893	chr13:30456704-30461533	0.11	0.14	0.07	0.15	0.1	0.16	0.12	0.16	0.13	0.1	0.16	0.15	0.16	0.11	0.09	0.1	0.11	0.09	0.08	0.08	0.09	0.12	0.08	0.09	0.08	0.08	0.07	0.08	0.09	0.11	0.09	0.09	0.08	0.08	0.105882352941176	0.0289322769384187
NM_001313893.1|HMGB1|chr13|-	120426.9	30460893	chr13:30457916-30461533	0.16	0.2	0.1	0.22	0.15	0.23	0.17	0.23	0.19	0.15	0.22	0.21	0.22	0.16	0.13	0.15	0.16	0.13	0.11	0.12	0.12	0.17	0.11	0.12	0.11	0.11	0.09	0.11	0.12	0.15	0.12	0.12	0.11	0.12	0.149705882352941	0.0423180808207246
NM_013338.5|ALG5|chr13|-	13272.2	36949839	chr13:36949738-36950057	0.11	0.06	0.14	0.06	0.09	0.1	0.08	0.08	0.08	0.09	0.08	0.03	0.06	0.04	0.13	0.08	0.08	0.05	0.09	0.08	0.06	0.1	0.06	0.11	0.1	0.09	0.17	0.05	0.07	0.08	0.06	0.05	0.06	0.12	0.0820588235294118	0.0295193220506764
NM_001142364.1|ALG5|chr13|-	14708.7	36949842	chr13:36949770-36950057	0.31	0.22	0.31	0.23	0.25	0.25	0.25	0.25	0.24	0.23	0.22	0.16	0.18	0.19	0.29	0.23	0.18	0.19	0.28	0.25	0.22	0.24	0.23	0.3	0.24	0.32	0.29	0.22	0.22	0.25	0.21	0.19	0.21	0.25	0.238235294117647	0.0398079166966705
XM_017020552.1|ALG5|chr13|-	49401.9	36949891	chr13:36949838-36950057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XR_001749540.2|ALG5|chr13|-	53271.4	36949899	chr13:36949848-36950057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_002015.4|FOXO1|chr13|-	457.1	40558883	chr13:40555667-40559034	0.01	0.01	0.01	0.01	0	0.02	0.01	0.02	0.02	0.01	0.01	0	0.01	0	0	0	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.00794117647058824	0.00591833912241555
NM_001354073.1|MTRF1|chr13|-	59.6	41216974	chr13:41216369-41217228	0.04	0.01	0.03	0.01	0.01	0.04	0.02	0.04	0.06	0.03	0.03	0.04	0.04	0.02	0.02	0.05	0.02	0.07	0.03	0.02	0.03	0.02	0.07	0.09	0.03	0.02	0	0	0.04	0	0.05	0.02	0.11	0.03	0.0335294117647059	0.0244803387950878
XM_017020414.1|ESD|chr13|-	17595.2	46771345	chr13:46771256-46771496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_017020365.1|SUGT1|chr13|+	351.8	52687885	chr13:52687734-52700756	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.00147058823529412	0.00359490627953571
NM_006704.5|SUGT1|chr13|+	347.7	52687885	chr13:52687734-52700909	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.00147058823529412	0.00359490627953571
NM_020121.4|UGGT2|chr13|-	3239	95801636	chr13:95801580-95801812	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0.705882352941177	0.46249729006288
NM_018011.4|ARGLU1|chr13|-	12726	106543326	chr13:106541673-106544160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_243043.3|ARGLU1|chr13|-	3374.2	106544009	chr13:106543327-106544160	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0.735294117647059	0.447811075519899
NM_005870.5|SAP18|chr13|+	22919.1	21147602	chr13:21147186-21149097	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.07	0.08	0.03	0.01	0.01	0.01	0.01	0.02	0.02	0.0214705882352941	0.0145918933370089
NM_001366643.2|SAP18|chr13|+	23100.3	21147602	chr13:21147186-21149082	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.07	0.08	0.03	0.01	0.01	0.01	0.01	0.02	0.02	0.0217647058823529	0.014661966513128
NM_002097.3|GTF3A|chr13|+	25655.7	27435584	chr13:27435433-27435639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_015932.6|POMP|chr13|+	61472	28678202	chr13:28678035-28678959	0.05	0.03	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.06	0.04	0.04	0.06	0.06	0.06	0.05	0.04	0.05	0.04	0.04	0.03	0.04	0.05	0.04	0.05	0.05	0.03	0.04	0.03	0.03	0.04	0.03	0.04	0.0426470588235294	0.00898106544580817
XM_024449341.1|HMGB1|chr13|-	168673.7	30460893	chr13:30459850-30461533	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.00941176470588235	0.00422200330920749
NM_006644.4|HSPH1|chr13|-	12833.7	31136624	chr13:31134973-31137524	0	0.02	0	0.02	0	0.02	0	0	0	0	0	0.02	0	0.02	0.01	0	0.02	0.03	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0	0.03	0.01	0.02	0.02	0.01	0.03	0.02	0.0120588235294118	0.0100843147826008
NM_001349704.2|HSPH1|chr13|-	13053.9	31136624	chr13:31134973-31137117	0.01	0.01	0.01	0.01	0	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.02	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0.01	0.01	0.01	0.01	0.02	0.01	0.00823529411764706	0.005205235263972
NM_001286504.1|HSPH1|chr13|-	12840	31136624	chr13:31134974-31137524	0	0.02	0	0.02	0	0.02	0	0	0	0	0	0.02	0	0.02	0.01	0	0.02	0.03	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0	0.03	0.01	0.02	0.02	0.01	0.03	0.02	0.0120588235294118	0.0100843147826008
XM_011534887.3|HSPH1|chr13|-	2719.2	31136821	chr13:31136620-31137117	1	1	1	1	0	1	0	1	1	1	1	1	1	0.46	0	0	1	1	0	1	1	1	1	1	1	0	0.68	0	1	1	1	1	1	1	0.768823529411765	0.411094361400208
XM_011534888.2|HSPH1|chr13|-	1091.5	31137373	chr13:31136625-31137524	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.705882352941177	0.46249729006288
NM_001286459.2|N4BP2L1|chr13|-	95.8	32401675	chr13:32400723-32401901	0	0.01	0	0	0.03	0.02	0	0.03	0.02	0.02	0.03	0	0.03	0	0	0	0.01	0.03	0	0.02	0	0.02	0.01	0	0	0.02	0	0	0	0	0.02	0.03	0.02	0.01	0.0111764705882353	0.0120011882952943
XM_011534872.3|N4BP2L2|chr13|-	39	32432786	chr13:32432537-32432972	0	0	0	0.05	0	0	0	0	0	0	0.06	0	0.02	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0.00529411764705882	0.0137588085543126
NM_001286703.2|UFM1|chr13|+	2143.8	38360862	chr13:38360711-38363619	0.09	0.11	0.04	0.17	0.18	0.21	0.12	0.13	0.17	0.16	0.24	0.21	0.2	0.1	0.05	0.05	0.14	0.15	0.17	0.15	0.14	0.1	0.17	0.16	0.14	0.25	0.09	0.13	0.1	0.07	0.1	0.12	0.1	0.11	0.135882352941176	0.0516466812016453
XM_011535010.2|FOXO1|chr13|-	459	40558883	chr13:40555680-40559034	0.01	0.01	0.01	0.01	0	0.02	0.01	0.02	0.02	0.01	0.01	0	0.01	0	0	0	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.00794117647058824	0.00591833912241555
XM_024449441.1|MTRF1|chr13|-	66.9	41216973	chr13:41216470-41217228	0.03	0.01	0.02	0	0.01	0.03	0.01	0.04	0.06	0.02	0.03	0.03	0.03	0.01	0.01	0.05	0.02	0.07	0.02	0.02	0.01	0.01	0.03	0.03	0.03	0.01	0	0	0.01	0	0.03	0.01	0.07	0.01	0.0226470588235294	0.0184733753588225
NM_013238.3|DNAJC15|chr13|+	489.7	43107417	chr13:43107178-43114213	0.01	0.01	0	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0	0	0	0.01	0.01	0.01	0	0.01	0.01	0.00794117647058824	0.00478597177663036
NM_003295.4|TPT1|chr13|-	1305672.5	45337177	chr13:45333471-45337388	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0102941176470588	0.00171498585142509
XM_024449302.1|LPAR6|chr13|-	72.7	48412960	chr13:48411045-48413111	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0.17	0	0	0.23	0.24	0.17	0.29	0.29	0.16	0.12	0	0.18	0.04	0	0	0	0	0.19	0.3	0.34	0	0.0870588235294118	0.117047760564307
NM_001162498.3|LPAR6|chr13|-	75.7	48412962	chr13:48411138-48413113	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.15	0	0	0.24	0.24	0.16	0.3	0.29	0.17	0.12	0	0.19	0.04	0	0	0	0	0.2	0.31	0.36	0	0.0888235294117647	0.120397440471192
NM_001377316.2|LPAR6|chr13|-	75.7	48412960	chr13:48411138-48413111	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.15	0	0	0.24	0.23	0.16	0.3	0.29	0.17	0.12	0	0.19	0.04	0	0	0	0	0.2	0.31	0.36	0	0.0885294117647059	0.120028591365133
NM_001393978.1|SETDB2|chr13|+	9.2	49491912	chr13:49491732-49495003	0.04	0.04	0	0.05	0.03	0.01	0	0.03	0.03	0.04	0.03	0.03	0.04	0	0	0	0.03	0	0.02	0.02	0.02	0	0.02	0.04	0.07	0.06	0	0.06	0	0.01	0.03	0.05	0.02	0.01	0.0244117647058824	0.0201796742128533
NR_046552.1|RNASEH2B-AS1|chr13|-	21.1	50882494	chr13:50882378-50882645	0	0	0	0.26	0.24	0	0.07	0.31	0.06	0.37	0.14	0.15	0.2	0	0	0	0.15	0	0	0.19	0	0.22	0	0	0	0.17	0.32	0	0	0.3	0	0	0	0	0.0926470588235294	0.121263770190376
NM_024570.4|RNASEH2B|chr13|+	453	50956509	chr13:50956358-50956762	0.09	0.03	0.16	0.08	0	0.02	0.04	0.04	0.01	0.02	0.06	0.02	0.04	0	0.1	0.22	0.06	0.01	0.06	0	0.04	0.1	0.05	0.01	0.01	0.03	0.04	0.74	0.06	0.05	0.02	0.03	0.03	0.05	0.0682352941176471	0.127123671310605
XM_011535233.2|RNASEH2B|chr13|+	449.1	50956509	chr13:50956358-50956765	0.09	0.03	0.16	0.08	0	0.02	0.04	0.04	0.01	0.03	0.06	0.02	0.04	0	0.1	0.23	0.06	0.01	0.06	0	0.04	0.1	0.05	0.01	0.01	0.03	0.04	0.74	0.06	0.05	0.02	0.03	0.03	0.05	0.0688235294117647	0.127392609696747
XM_006719867.4|RNASEH2B|chr13|+	454.3	50956509	chr13:50956358-50956760	0.09	0.03	0.16	0.08	0	0.02	0.04	0.04	0.01	0.02	0.06	0.02	0.04	0	0.1	0.22	0.06	0.01	0.06	0	0.04	0.1	0.05	0.01	0.01	0.03	0.03	0.73	0.06	0.05	0.02	0.03	0.03	0.05	0.0676470588235294	0.125603001882903
